Tipo	Contrato	 RENTA PORTAL 	Fecha
Activacion	13822471	 559.48 	28/05/20
Activacion	13821985	 473.27 	27/05/20
Activacion	13821983	 473.27 	27/05/20
Activacion	13821981	 473.27 	27/05/20
Activacion	13821979	 473.27 	27/05/20
Activacion	13821976	 473.27 	27/05/20
Activacion	13821973	 473.27 	27/05/20
Activacion	13821970	 473.27 	27/05/20
Activacion	13821967	 430.17 	27/05/20
Activacion	13821711	 249.13 	27/05/20
Activacion	13821602	 387.06 	26/05/20
Activacion	13821601	 387.06 	26/05/20
Activacion	13821599	 387.06 	26/05/20
Activacion	13821553	 300.86 	26/05/20
Activacion	13821552	 300.86 	26/05/20
Activacion	13821551	 300.86 	26/05/20
Activacion	13821550	 300.86 	26/05/20
Activacion	13821546	 300.86 	26/05/20
Activacion	13821397	 473.27 	27/05/20
Activacion	13821395	 473.27 	27/05/20
Activacion	13821393	 473.27 	27/05/20
Activacion	13821390	 473.27 	27/05/20
Activacion	13821389	 473.27 	27/05/20
Activacion	13821387	 249.13 	27/05/20
Activacion	13821383	 249.13 	27/05/20
Activacion	13821382	 473.27 	27/05/20
Activacion	13821380	 688.79 	27/05/20
Activacion	13821197	 249.13 	27/05/20
Activacion	13821196	 249.13 	27/05/20
Activacion	13821195	 249.13 	27/05/20
Activacion	13821193	 249.13 	27/05/20
Activacion	13821192	 249.13 	27/05/20
Activacion	13821190	 249.13 	27/05/20
Activacion	13821189	 249.13 	27/05/20
Activacion	13821187	 249.13 	27/05/20
Activacion	13821186	 249.13 	27/05/20
Activacion	13821185	 249.13 	27/05/20
Activacion	13821183	 249.13 	27/05/20
Activacion	13821180	 249.13 	27/05/20
Activacion	13821176	 249.13 	27/05/20
Activacion	13821174	 249.13 	27/05/20
Activacion	13821172	 249.13 	27/05/20
Activacion	13821167	 249.13 	27/05/20
Activacion	13821166	 249.13 	27/05/20
Activacion	13821163	 249.13 	27/05/20
Activacion	13821160	 249.13 	27/05/20
Activacion	13821066	 387.06 	26/05/20
Activacion	13821049	 473.27 	25/05/20
Activacion	13820301	 214.65 	26/05/20
Activacion	13820299	 300.86 	26/05/20
Activacion	13819624	 559.48 	22/05/20
Activacion	13819623	 559.48 	22/05/20
Activacion	13819621	 559.48 	22/05/20
Activacion	13819620	 559.48 	22/05/20
Activacion	13819618	 559.48 	22/05/20
Activacion	13819606	 1,206.04 	22/05/20
Activacion	13819603	 1,206.04 	22/05/20
Activacion	13819555	 1,206.04 	22/05/20
Activacion	13819540	 300.86 	21/05/20
Activacion	13819536	 300.86 	21/05/20
Activacion	13819035	 775.00 	22/05/20
Activacion	13819033	 775.00 	22/05/20
Activacion	13819031	 775.00 	22/05/20
Activacion	13819017	 775.00 	22/05/20
Activacion	13819015	 775.00 	22/05/20
Activacion	13818998	 775.00 	22/05/20
Activacion	13818949	 775.00 	22/05/20
Activacion	13818896	 775.00 	22/05/20
Activacion	13818881	 775.00 	22/05/20
Activacion	13818868	 947.41 	22/05/20
Activacion	13818845	 947.41 	22/05/20
Activacion	13818834	 947.41 	22/05/20
Activacion	13818827	 947.41 	22/05/20
Activacion	13818812	 947.41 	22/05/20
Activacion	13818809	 947.41 	22/05/20
Activacion	13818808	 1,206.04 	22/05/20
Activacion	13818806	 1,206.04 	22/05/20
Activacion	13818804	 1,206.04 	22/05/20
Activacion	13818795	 1,206.04 	22/05/20
Activacion	13818786	 1,206.04 	22/05/20
Activacion	13818780	 1,206.04 	22/05/20
Activacion	13818777	 1,206.04 	22/05/20
Activacion	13816901	 300.86 	22/05/20
Activacion	13816898	 300.86 	22/05/20
Activacion	13816885	 300.86 	22/05/20
Activacion	13816875	 300.86 	22/05/20
Activacion	13816872	 300.86 	22/05/20
Activacion	13816870	 300.86 	22/05/20
Activacion	13816652	 387.06 	22/05/20
Activacion	13816647	 387.06 	22/05/20
Activacion	13815640	 473.27 	21/05/20
Activacion	13815083	 257.76 	20/05/20
Activacion	13815075	 257.76 	20/05/20
Activacion	13814833	 300.86 	20/05/20
Activacion	13814708	 473.27 	19/05/20
Activacion	13814657	 947.41 	20/05/20
Activacion	13814628	 473.27 	19/05/20
Activacion	13814620	 249.13 	19/05/20
Activacion	13813616	 473.27 	18/05/20
Activacion	13813615	 473.27 	18/05/20
Activacion	13813225	 300.86 	15/05/20
Activacion	13813224	 300.86 	15/05/20
Activacion	13812755	 300.86 	18/05/20
Activacion	13812681	 473.27 	18/05/20
Activacion	13812675	 430.17 	18/05/20
Activacion	13809533	 473.27 	14/05/20
Activacion	13809081	 300.86 	14/05/20
Activacion	13808118	 387.06 	05/05/20
Activacion	13808113	 387.06 	05/05/20
Activacion	13808093	 300.86 	05/05/20
Activacion	13808087	 300.86 	05/05/20
Activacion	13808022	 947.41 	05/05/20
Activacion	13808007	 947.41 	05/05/20
Activacion	13808003	 249.13 	13/05/20
Activacion	13807998	 249.13 	13/05/20
Activacion	13807996	 947.41 	05/05/20
Activacion	13807990	 775.00 	13/05/20
Activacion	13807982	 947.41 	13/05/20
Activacion	13807981	 300.86 	13/05/20
Activacion	13807973	 947.41 	13/05/20
Activacion	13807956	 249.13 	13/05/20
Activacion	13807943	 300.86 	13/05/20
Activacion	13807931	 300.86 	13/05/20
Activacion	13807923	 300.86 	13/05/20
Activacion	13807920	 430.17 	13/05/20
Activacion	13807918	 473.27 	13/05/20
Activacion	13807895	 249.13 	13/05/20
Activacion	13807885	 249.13 	13/05/20
Activacion	13807685	 473.27 	13/05/20
Activacion	13807597	 300.86 	12/05/20
Activacion	13807586	 387.06 	13/05/20
Activacion	13807585	 300.86 	12/05/20
Activacion	13806953	 300.86 	30/04/20
Activacion	13806943	 300.86 	30/04/20
Activacion	13806929	 473.27 	05/05/20
Activacion	13806925	 300.86 	30/04/20
Activacion	13806908	 300.86 	30/04/20
Activacion	13806905	 300.86 	30/04/20
Activacion	13806901	 430.17 	12/05/20
Activacion	13806811	 559.48 	12/05/20
Activacion	13806809	 430.17 	12/05/20
Activacion	13806743	 387.06 	11/05/20
Activacion	13806736	 249.13 	11/05/20
Activacion	13806731	 249.13 	11/05/20
Activacion	13806730	 249.13 	11/05/20
Activacion	13806728	 249.13 	11/05/20
Activacion	13806726	 249.13 	11/05/20
Activacion	13806725	 249.13 	11/05/20
Activacion	13803633	 387.06 	07/05/20
Activacion	13803260	 300.86 	07/05/20
Activacion	13803240	 473.27 	07/05/20
Activacion	13802985	 473.27 	06/05/20
Activacion	13802798	 249.13 	05/05/20
Activacion	13802400	 473.27 	06/05/20
Activacion	13802397	 300.86 	06/05/20
Activacion	13802396	 300.86 	06/05/20
Activacion	13801880	 1,206.04 	05/05/20
Activacion	13801879	 1,206.04 	05/05/20
Activacion	13801861	 1,206.04 	05/05/20
Activacion	13801860	 1,206.04 	05/05/20
Activacion	13801857	 1,206.04 	05/05/20
Activacion	13801856	 1,206.04 	05/05/20
Activacion	13801855	 1,206.04 	05/05/20
Activacion	13801853	 1,206.04 	05/05/20
Activacion	13801850	 1,206.04 	05/05/20
Activacion	13801847	 775.00 	05/05/20
Activacion	13801846	 775.00 	05/05/20
Activacion	13801845	 775.00 	05/05/20
Activacion	13801844	 775.00 	05/05/20
Activacion	13801843	 775.00 	05/05/20
Activacion	13801842	 775.00 	05/05/20
Activacion	13801841	 775.00 	05/05/20
Activacion	13801840	 775.00 	05/05/20
Activacion	13801839	 775.00 	05/05/20
Activacion	13801835	 775.00 	05/05/20
Activacion	13801834	 775.00 	05/05/20
Activacion	13801833	 775.00 	05/05/20
Activacion	13801831	 559.48 	05/05/20
Activacion	13801828	 559.48 	05/05/20
Activacion	13801827	 559.48 	05/05/20
Activacion	13801825	 559.48 	05/05/20
Activacion	13801824	 559.48 	05/05/20
Activacion	13801821	 559.48 	05/05/20
Activacion	13801819	 559.48 	05/05/20
Activacion	13801817	 559.48 	05/05/20
Activacion	13801814	 559.48 	05/05/20
Activacion	13801200	 387.06 	04/05/20
Activacion	13801184	 249.13 	30/04/20
Activacion	13801078	 473.27 	30/04/20
Activacion	13801073	 473.27 	30/04/20
Activacion	13801064	 206.03 	04/05/20
Activacion	13801063	 206.03 	04/05/20
Activacion	13801062	 206.03 	04/05/20
Activacion	13800985	 473.27 	30/04/20
Activacion	13800983	 473.27 	30/04/20
Renovacion	13762186	 559.48 	20/05/20
Renovacion	13762090	 1,119.82 	20/05/20
Renovacion	13532683	 300.86 	30/04/20
Renovacion	13420958	 516.37 	30/05/20
Renovacion	13414180	 473.27 	30/05/20
Renovacion	13414178	 473.27 	30/05/20
Renovacion	13414176	 473.27 	30/05/20
Renovacion	13414175	 473.27 	30/05/20
Renovacion	13414166	 473.27 	30/05/20
Renovacion	13414165	 473.27 	30/05/20
Renovacion	13414161	 387.06 	30/05/20
Renovacion	13414160	 387.06 	30/05/20
Renovacion	13414158	 473.27 	30/05/20
Renovacion	13414150	 473.27 	30/05/20
Renovacion	13414148	 473.27 	30/05/20
Renovacion	13414145	 387.06 	30/05/20
Renovacion	13414144	 473.27 	30/05/20
Renovacion	13414142	 473.27 	30/05/20
Renovacion	13414139	 387.06 	30/05/20
Renovacion	13414138	 473.27 	30/05/20
Renovacion	13400403	 430.17 	30/05/20
Renovacion	13357964	 430.17 	21/05/20
Renovacion	13344246	 1,206.03 	28/05/20
Renovacion	13344236	 1,206.03 	28/05/20
Renovacion	13300586	 300.86 	20/05/20
Renovacion	13300585	 300.86 	20/05/20
Renovacion	13300584	 300.86 	19/05/20
Renovacion	13300583	 300.86 	19/05/20
Renovacion	13300582	 300.86 	19/05/20
Renovacion	13300581	 300.86 	19/05/20
Renovacion	13300580	 300.86 	19/05/20
Renovacion	13300579	 300.86 	19/05/20
Renovacion	13300578	 300.86 	19/05/20
Renovacion	13300576	 300.86 	20/05/20
Renovacion	13300575	 300.86 	19/05/20
Renovacion	13300574	 300.86 	19/05/20
Renovacion	13300572	 300.86 	19/05/20
Renovacion	13300571	 300.86 	19/05/20
Renovacion	13300570	 300.86 	19/05/20
Renovacion	13300568	 300.86 	19/05/20
Renovacion	13300566	 300.86 	19/05/20
Renovacion	13300564	 300.86 	19/05/20
Renovacion	13300563	 300.86 	19/05/20
Renovacion	13300562	 300.86 	19/05/20
Renovacion	13300561	 300.86 	19/05/20
Renovacion	13300560	 300.86 	19/05/20
Renovacion	13300558	 300.86 	19/05/20
Renovacion	13300557	 300.86 	19/05/20
Renovacion	13300555	 300.86 	19/05/20
Renovacion	13300554	 300.86 	19/05/20
Renovacion	13300552	 300.86 	19/05/20
Renovacion	13300551	 300.86 	19/05/20
Renovacion	13300549	 300.86 	19/05/20
Renovacion	13300547	 300.86 	19/05/20
Renovacion	13300543	 300.86 	19/05/20
Renovacion	13266064	 249.13 	27/05/20
Renovacion	13258061	 1,119.82 	07/05/20
Renovacion	13238312	 300.86 	28/05/20
Renovacion	13225026	 249.13 	27/05/20
Renovacion	13189536	 214.65 	28/05/20
Renovacion	13189529	 214.65 	28/05/20
Renovacion	13189527	 214.65 	28/05/20
Renovacion	13189526	 214.65 	28/05/20
Renovacion	13189524	 214.65 	28/05/20
Renovacion	13189521	 214.65 	28/05/20
Renovacion	13189520	 214.65 	28/05/20
Renovacion	13189519	 214.65 	28/05/20
Renovacion	13189518	 214.65 	28/05/20
Renovacion	13189517	 214.65 	28/05/20
Renovacion	13189515	 214.65 	28/05/20
Renovacion	13189514	 214.65 	28/05/20
Renovacion	13189511	 214.65 	28/05/20
Renovacion	13189505	 214.65 	28/05/20
Renovacion	13189503	 214.65 	28/05/20
Renovacion	13189497	 214.65 	28/05/20
Renovacion	13189494	 214.65 	28/05/20
Renovacion	13189492	 214.65 	28/05/20
Renovacion	13189489	 214.65 	28/05/20
Renovacion	13189488	 214.65 	28/05/20
Renovacion	13187344	 516.37 	25/05/20
Renovacion	13187343	 516.37 	25/05/20
Renovacion	13187341	 516.37 	26/05/20
Renovacion	13184636	 516.37 	27/05/20
Renovacion	13184634	 559.48 	27/05/20
Renovacion	13184629	 559.48 	27/05/20
Renovacion	13184624	 559.48 	27/05/20
Renovacion	13184623	 559.48 	27/05/20
Renovacion	13184622	 559.48 	27/05/20
Renovacion	13164681	 473.27 	21/05/20
Renovacion	13164680	 473.27 	21/05/20
Renovacion	13160286	 775.00 	30/05/20
Renovacion	13145098	 249.13 	26/05/20
Renovacion	13145097	 249.13 	26/05/20
Renovacion	13123458	 473.27 	27/05/20
Renovacion	13106442	 602.58 	19/05/20
Renovacion	13106430	 516.37 	20/05/20
Renovacion	13085218	 559.48 	21/05/20
Renovacion	13085211	 559.48 	21/05/20
Renovacion	13085208	 688.79 	21/05/20
Renovacion	13085206	 559.48 	21/05/20
Renovacion	13082748	 300.86 	18/05/20
Renovacion	13081328	 387.06 	30/05/20
Renovacion	13081327	 387.06 	30/05/20
Renovacion	13074845	 1,119.82 	14/05/20
Renovacion	13066897	 430.17 	07/05/20
Renovacion	13066887	 473.27 	20/05/20
Renovacion	13066855	 430.17 	07/05/20
Renovacion	13066853	 430.17 	07/05/20
Renovacion	13066852	 430.17 	07/05/20
Renovacion	13047725	 473.27 	20/05/20
Renovacion	13047721	 473.27 	20/05/20
Renovacion	13047716	 473.27 	20/05/20
Renovacion	13043231	 300.86 	30/04/20
Renovacion	13043220	 300.86 	30/04/20
Renovacion	13043205	 300.86 	30/04/20
Renovacion	13043199	 300.86 	30/04/20
Renovacion	13043183	 473.27 	30/04/20
Renovacion	13043173	 473.27 	30/04/20
Renovacion	13043161	 473.27 	30/04/20
Renovacion	13043150	 861.20 	30/04/20
Renovacion	13042038	 249.13 	07/05/20
Renovacion	13042031	 249.13 	07/05/20
Renovacion	13014486	 249.13 	22/05/20
Renovacion	13012156	 688.79 	12/05/20
Renovacion	13004254	 775.00 	30/05/20
Renovacion	12992067	 249.13 	07/05/20
Renovacion	12991591	 249.13 	07/05/20
Renovacion	12982882	 688.79 	12/05/20
Renovacion	12972853	 300.86 	30/05/20
Renovacion	12965767	 387.06 	30/05/20
Renovacion	12963582	 775.00 	30/05/20
Renovacion	12946304	 688.79 	21/05/20
Renovacion	12946286	 688.79 	21/05/20
Renovacion	12946278	 688.79 	21/05/20
Renovacion	12946038	 387.06 	18/05/20
Renovacion	12941909	 473.27 	25/05/20
Renovacion	12938270	 300.86 	30/05/20
Renovacion	12938260	 300.86 	30/05/20
Renovacion	12938253	 300.86 	30/05/20
Renovacion	12938246	 300.86 	30/05/20
Renovacion	12938242	 300.86 	30/05/20
Renovacion	12929389	 387.06 	25/05/20
Renovacion	12922186	 300.86 	04/05/20
Renovacion	12920712	 387.06 	30/05/20
Renovacion	12920446	 249.13 	28/05/20
Renovacion	12918184	 300.86 	04/05/20
Renovacion	12918183	 300.86 	04/05/20
Renovacion	12917783	 300.86 	04/05/20
Renovacion	12917781	 300.86 	04/05/20
Renovacion	12917595	 387.06 	08/05/20
Renovacion	12892131	 559.48 	31/05/20
Renovacion	12891994	 559.48 	31/05/20
Renovacion	12891989	 559.48 	31/05/20
Renovacion	12891980	 559.48 	31/05/20
Renovacion	12888883	 300.86 	30/05/20
Renovacion	12879560	 559.48 	11/05/20
Renovacion	12873671	 516.37 	30/05/20
Renovacion	12873647	 249.13 	29/05/20
Renovacion	12871990	 775.00 	08/05/20
Renovacion	12869646	 775.00 	08/05/20
Renovacion	12864111	 559.48 	25/05/20
Renovacion	12808214	 300.86 	30/05/20
Renovacion	12784644	 249.13 	18/05/20
Renovacion	12784630	 249.13 	18/05/20
Renovacion	12784624	 249.13 	18/05/20
Renovacion	12784595	 249.13 	18/05/20
Renovacion	12770615	 516.37 	13/05/20
Renovacion	12770610	 516.37 	13/05/20
Renovacion	12763940	 300.86 	27/05/20
Renovacion	12763918	 300.86 	27/05/20
Renovacion	12758653	 387.06 	06/05/20
Renovacion	12748238	 430.17 	01/05/20
Renovacion	12731378	 775.00 	30/04/20
Renovacion	12632859	 473.27 	30/04/20
Renovacion	12632856	 473.27 	30/04/20
Renovacion	12620082	 343.96 	06/05/20
Renovacion	12620074	 775.00 	06/05/20
Renovacion	12607320	 300.86 	30/04/20
Renovacion	12559161	 249.13 	23/05/20
Renovacion	12559157	 300.86 	23/05/20
Renovacion	12526391	 487.47 	01/05/20
Renovacion	12526384	 487.47 	01/05/20
Renovacion	12526369	 487.47 	01/05/20
Renovacion	12306403	 214.65 	27/05/20
Renovacion	12283010	 249.13 	30/05/20
Renovacion	12283008	 249.13 	30/05/20
Renovacion	12283004	 249.13 	30/05/20
Renovacion	12283001	 249.13 	30/05/20
Renovacion	12283000	 249.13 	30/05/20
Renovacion	12227113	 430.17 	30/05/20
Renovacion	12227103	 430.17 	30/05/20
Renovacion	12226246	 1,119.82 	30/05/20
Renovacion	12226199	 430.17 	30/05/20
Renovacion	12219519	 249.13 	13/05/20
Renovacion	12183617	 559.48 	25/05/20
Renovacion	11869190	 206.03 	26/05/20
Renovacion	11754752	 343.96 	22/05/20
Renovacion	11742867	 343.96 	22/05/20
Renovacion	11742865	 343.96 	22/05/20
Renovacion	11742860	 343.96 	21/05/20
Renovacion	11742856	 343.96 	22/05/20
Renovacion	11742851	 343.96 	21/05/20
Renovacion	11742849	 343.96 	22/05/20
Renovacion	11742845	 343.96 	22/05/20
Renovacion	11742839	 343.96 	22/05/20
Renovacion	11742834	 343.96 	21/05/20
Renovacion	11742828	 343.96 	22/05/20
Renovacion	11742810	 343.96 	22/05/20
Renovacion	11742802	 343.96 	21/05/20
Renovacion	11742800	 343.96 	22/05/20
Renovacion	11742798	 343.96 	22/05/20
Renovacion	11742797	 343.96 	22/05/20
Renovacion	11742794	 343.96 	22/05/20
Renovacion	11742791	 343.96 	22/05/20
Renovacion	11742787	 343.96 	22/05/20
Renovacion	11742786	 343.96 	22/05/20
Renovacion	11742783	 343.96 	22/05/20
Renovacion	11742773	 343.96 	22/05/20
Renovacion	11742771	 343.96 	22/05/20
Renovacion	11742765	 343.96 	22/05/20
Renovacion	11742762	 343.96 	22/05/20
Renovacion	11742737	 343.96 	22/05/20
Renovacion	11742729	 343.96 	22/05/20
Renovacion	11742728	 343.96 	22/05/20
Renovacion	11742723	 343.96 	22/05/20
Renovacion	11742717	 343.96 	22/05/20
Renovacion	11742715	 343.96 	22/05/20
Renovacion	11742455	 343.96 	22/05/20
Renovacion	11720592	 387.06 	12/05/20
Renovacion	11699716	 343.96 	22/05/20
Renovacion	11699710	 343.96 	22/05/20
Renovacion	11699707	 343.96 	22/05/20
Renovacion	11699704	 249.13 	22/05/20
Renovacion	11699702	 249.13 	22/05/20
Renovacion	11699701	 249.13 	22/05/20
Renovacion	11699698	 430.17 	22/05/20
Renovacion	11699696	 249.13 	22/05/20
Renovacion	11699694	 249.13 	22/05/20
Renovacion	11699691	 343.96 	22/05/20
Renovacion	11699690	 430.17 	21/05/20
Renovacion	11699689	 343.96 	22/05/20
Renovacion	11699688	 343.96 	22/05/20
Renovacion	11699686	 343.96 	22/05/20
Renovacion	11699684	 249.13 	22/05/20
Renovacion	11699683	 343.96 	21/05/20
Renovacion	11699680	 343.96 	21/05/20
Renovacion	11699677	 343.96 	21/05/20
Renovacion	11699675	 249.13 	22/05/20
Renovacion	11699673	 343.96 	21/05/20
Renovacion	11699669	 343.96 	21/05/20
Renovacion	11699667	 343.96 	22/05/20
Renovacion	11699664	 249.13 	22/05/20
Renovacion	11699662	 249.13 	22/05/20
Renovacion	11699660	 249.13 	22/05/20
Renovacion	11699656	 249.13 	22/05/20
Renovacion	11699654	 249.13 	22/05/20
Renovacion	11699650	 343.96 	22/05/20
Renovacion	11699648	 249.13 	22/05/20
Renovacion	11699647	 343.96 	22/05/20
Renovacion	11699643	 249.13 	22/05/20
Renovacion	11699640	 343.96 	22/05/20
Renovacion	11699638	 249.13 	22/05/20
Renovacion	11699636	 343.96 	22/05/20
Renovacion	11699634	 343.96 	22/05/20
Renovacion	11699632	 343.96 	22/05/20
Renovacion	11699631	 343.96 	22/05/20
Renovacion	11699629	 249.13 	22/05/20
Renovacion	11699628	 343.96 	22/05/20
Renovacion	11699626	 343.96 	22/05/20
Renovacion	11699624	 343.96 	22/05/20
Renovacion	11699623	 430.17 	21/05/20
Renovacion	11699620	 343.96 	22/05/20
Renovacion	11699618	 430.17 	21/05/20
Renovacion	11699617	 343.96 	22/05/20
Renovacion	11699616	 343.96 	22/05/20
Renovacion	11699615	 343.96 	22/05/20
Renovacion	11699613	 249.13 	22/05/20
Renovacion	11699612	 343.96 	22/05/20
Renovacion	11699611	 343.96 	22/05/20
Renovacion	11699610	 249.13 	22/05/20
Renovacion	11699609	 343.96 	22/05/20
Renovacion	11699607	 343.96 	22/05/20
Renovacion	11699606	 343.96 	21/05/20
Renovacion	11699605	 1,119.82 	22/05/20
Renovacion	11699604	 343.96 	22/05/20
Renovacion	11699601	 249.13 	22/05/20
Renovacion	11699599	 343.96 	22/05/20
Renovacion	11699594	 430.17 	21/05/20
Renovacion	11699593	 343.96 	22/05/20
Renovacion	11699592	 343.96 	22/05/20
Renovacion	11699591	 249.13 	22/05/20
Renovacion	11699590	 343.96 	21/05/20
Renovacion	11699587	 343.96 	21/05/20
Renovacion	11699584	 430.17 	21/05/20
Renovacion	11699583	 343.96 	21/05/20
Renovacion	11699582	 343.96 	21/05/20
Renovacion	11699580	 343.96 	21/05/20
Renovacion	11699578	 249.13 	22/05/20
Renovacion	11699577	 249.13 	22/05/20
Renovacion	11699576	 1,206.03 	22/05/20
Renovacion	11699574	 1,206.03 	22/05/20
Renovacion	11621431	 947.41 	20/05/20
Renovacion	11602532	 430.17 	01/05/20
Renovacion	11602529	 430.17 	02/05/20
Renovacion	11602527	 430.17 	01/05/20
Renovacion	11602524	 430.17 	01/05/20
Renovacion	11602521	 292.24 	01/05/20
Renovacion	11602514	 292.24 	01/05/20
Renovacion	11602511	 292.24 	01/05/20
Renovacion	11602508	 430.17 	01/05/20
Renovacion	11602505	 430.17 	01/05/20
Renovacion	11602500	 430.17 	01/05/20
Renovacion	11602498	 430.17 	01/05/20
Renovacion	11602493	 430.17 	01/05/20
Renovacion	11602486	 430.17 	01/05/20
Renovacion	11456826	 343.96 	22/05/20
Renovacion	11456804	 343.96 	22/05/20
Renovacion	11456788	 343.96 	22/05/20
Renovacion	11351573	 387.06 	30/05/20
Renovacion	11351534	 387.06 	30/05/20
Renovacion	11351419	 387.06 	30/05/20
Renovacion	11334544	 300.86 	06/05/20
Renovacion	11154227	 1,119.82 	20/05/20
Renovacion	11110746	 249.13 	27/05/20
Renovacion	11110719	 249.13 	27/05/20
Renovacion	11110717	 249.13 	27/05/20
Renovacion	11110711	 214.65 	27/05/20
Renovacion	11110709	 214.65 	27/05/20
Renovacion	11110701	 214.65 	27/05/20
Renovacion	11110698	 214.65 	27/05/20
Renovacion	11110694	 214.65 	27/05/20
Renovacion	11110687	 214.65 	27/05/20
Renovacion	11110681	 214.65 	27/05/20
Renovacion	11110678	 214.65 	27/05/20
Renovacion	11110675	 214.65 	27/05/20
Renovacion	11110674	 214.65 	27/05/20
Renovacion	11110672	 214.65 	27/05/20
Renovacion	11110669	 214.65 	27/05/20
Renovacion	11110666	 214.65 	27/05/20
Renovacion	11110664	 214.65 	27/05/20
Renovacion	11110661	 214.65 	27/05/20
Renovacion	11110657	 214.65 	27/05/20
Renovacion	11110651	 214.65 	27/05/20
Renovacion	11110647	 214.65 	27/05/20
Renovacion	11110639	 214.65 	27/05/20
Renovacion	11110635	 214.65 	27/05/20
Renovacion	11110626	 214.65 	27/05/20
Renovacion	11110619	 214.65 	27/05/20
Renovacion	11110614	 214.65 	27/05/20
Renovacion	11110611	 214.65 	27/05/20
Renovacion	11110607	 214.65 	27/05/20
Renovacion	11110601	 214.65 	27/05/20
Renovacion	11110596	 214.65 	27/05/20
Renovacion	11110589	 214.65 	27/05/20
Renovacion	11110586	 214.65 	27/05/20
Renovacion	11110581	 214.65 	27/05/20
Renovacion	11110578	 249.13 	27/05/20
Renovacion	11110572	 214.65 	27/05/20
Renovacion	11110568	 214.65 	27/05/20
Renovacion	11110564	 214.65 	27/05/20
Renovacion	11110560	 214.65 	27/05/20
Renovacion	11110555	 214.65 	27/05/20
Renovacion	11110551	 214.65 	27/05/20
Renovacion	11110547	 214.65 	27/05/20
Renovacion	11110541	 214.65 	27/05/20
Renovacion	11110538	 214.65 	27/05/20
Renovacion	11110535	 214.65 	27/05/20
Renovacion	11110530	 214.65 	27/05/20
Renovacion	11110527	 214.65 	27/05/20
Renovacion	11110519	 473.27 	27/05/20
Renovacion	11110511	 473.27 	27/05/20
Renovacion	11083987	 1,206.03 	20/05/20
Renovacion	10887344	 473.27 	31/05/20
Renovacion	10874206	 688.79 	29/05/20
Renovacion	10835981	 688.79 	14/05/20
Renovacion	10835897	 516.37 	29/05/20
Renovacion	10820324	 343.96 	22/05/20
Renovacion	10820318	 343.96 	22/05/20
Renovacion	10787518	 249.13 	27/05/20
Renovacion	10787515	 249.13 	27/05/20
Renovacion	10787513	 249.13 	27/05/20
Renovacion	10681877	 559.48 	11/05/20
Renovacion	10662863	 430.17 	21/05/20
Renovacion	10636191	 473.27 	31/05/20
Renovacion	10599791	 559.48 	30/05/20
Renovacion	10589884	 249.13 	12/05/20
Renovacion	10589878	 249.13 	12/05/20
Renovacion	10588024	 688.79 	12/05/20
Renovacion	10588017	 688.79 	12/05/20
Renovacion	10588012	 688.79 	12/05/20
Renovacion	10588006	 688.79 	12/05/20
Renovacion	10514193	 473.27 	19/05/20
Renovacion	10514165	 473.27 	19/05/20
Renovacion	10514156	 473.27 	19/05/20
Renovacion	10514138	 473.27 	19/05/20
Renovacion	10514136	 430.17 	19/05/20
Renovacion	10514132	 473.27 	19/05/20
Renovacion	10514122	 473.27 	19/05/20
Renovacion	10427279	 473.27 	30/04/20
Renovacion	10427278	 473.27 	30/04/20
Renovacion	10300348	 1,119.82 	19/05/20
Renovacion	10299567	 387.06 	30/05/20
Renovacion	10185165	 249.13 	30/04/20
Renovacion	10152432	 387.06 	30/05/20
Renovacion	10093974	 559.48 	30/05/20
Renovacion	10093968	 559.48 	30/05/20
Renovacion	10088823	 249.13 	30/04/20
Renovacion	10088822	 300.86 	30/04/20
Renovacion	10088819	 249.13 	30/04/20
Renovacion	10088805	 249.13 	30/04/20
Renovacion	10088798	 249.13 	30/04/20
Renovacion	10075273	 387.06 	30/05/20
Renovacion	10014073	 387.06 	21/05/20
Renovacion	10013934	 387.06 	21/05/20
Renovacion	10012380	 688.79 	21/05/20
Renovacion	9993646	 300.86 	27/05/20
Renovacion	9993632	 300.86 	27/05/20
Renovacion	9919049	 214.65 	31/05/20
Renovacion	9919046	 473.27 	31/05/20
Renovacion	9919036	 473.27 	31/05/20
Renovacion	9919028	 473.27 	31/05/20
Renovacion	9919018	 214.65 	31/05/20
Renovacion	9919017	 214.65 	31/05/20
Renovacion	9918986	 473.27 	31/05/20
Renovacion	9918978	 214.65 	31/05/20
Renovacion	9918972	 473.27 	31/05/20
Renovacion	9880805	 1,206.03 	21/05/20
Renovacion	9879514	 387.06 	27/05/20
Renovacion	9878267	 300.86 	27/05/20
Renovacion	9878259	 300.86 	27/05/20
Renovacion	9878255	 300.86 	27/05/20
Renovacion	9877710	 473.27 	27/05/20
Renovacion	9877703	 387.06 	27/05/20
Renovacion	9877678	 300.86 	27/05/20
Renovacion	9712617	 387.06 	15/05/20
Renovacion	9353075	 1,206.03 	22/05/20
Renovacion	9315853	 775.00 	07/05/20
Renovacion	9220374	 387.06 	05/05/20
Renovacion	9212125	 387.06 	30/05/20
Renovacion	9212122	 387.06 	30/05/20
Renovacion	9207016	 430.17 	22/05/20
Renovacion	9207010	 343.96 	21/05/20
Renovacion	9207002	 343.96 	22/05/20
Renovacion	9206997	 343.96 	22/05/20
Renovacion	9206986	 343.96 	22/05/20
Renovacion	9206984	 343.96 	21/05/20
