Tipo	Contrato	 RENTA PORTAL 	Fecha
Renovacion	9206273	 430.17 	22/05/20
Renovacion	9203888	 343.96 	21/05/20
Renovacion	9203865	 343.96 	22/05/20
Renovacion	9203863	 343.96 	21/05/20
Renovacion	9200920	 300.86 	20/05/20
Renovacion	9200918	 387.06 	20/05/20
Renovacion	9200915	 300.86 	20/05/20
Renovacion	9200913	 300.86 	20/05/20
Renovacion	9200884	 775.00 	20/05/20
Renovacion	9200882	 775.00 	20/05/20
Renovacion	9200879	 300.86 	20/05/20
Renovacion	9200853	 387.06 	20/05/20
Renovacion	9193696	 343.96 	21/05/20
Renovacion	9193695	 249.13 	22/05/20
Renovacion	9193595	 249.13 	22/05/20
Renovacion	9193591	 249.13 	22/05/20
Renovacion	9193589	 249.13 	22/05/20
Renovacion	9193585	 249.13 	22/05/20
Renovacion	9193582	 249.13 	22/05/20
Renovacion	9193576	 249.13 	22/05/20
Renovacion	9193560	 249.13 	22/05/20
Renovacion	9193556	 343.96 	21/05/20
Renovacion	9193535	 249.13 	22/05/20
Renovacion	9193530	 249.13 	22/05/20
Renovacion	9193525	 249.13 	22/05/20
Renovacion	9193517	 249.13 	22/05/20
Renovacion	9193515	 249.13 	22/05/20
Renovacion	9193506	 249.13 	22/05/20
Renovacion	9193502	 249.13 	22/05/20
Renovacion	9193487	 249.13 	22/05/20
Renovacion	9193484	 249.13 	22/05/20
Renovacion	9193473	 249.13 	22/05/20
Renovacion	9193464	 249.13 	22/05/20
Renovacion	9193460	 249.13 	22/05/20
Renovacion	9193456	 249.13 	22/05/20
Renovacion	9193448	 249.13 	22/05/20
Renovacion	9193443	 249.13 	22/05/20
Renovacion	9193437	 249.13 	22/05/20
Renovacion	9193433	 249.13 	22/05/20
Renovacion	9193430	 343.96 	22/05/20
Renovacion	9193427	 249.13 	22/05/20
Renovacion	9193353	 343.96 	21/05/20
Renovacion	9193352	 249.13 	22/05/20
Renovacion	9193350	 249.13 	22/05/20
Renovacion	9193347	 249.13 	22/05/20
Renovacion	9193337	 249.13 	22/05/20
Renovacion	9193325	 249.13 	22/05/20
Renovacion	9193319	 249.13 	22/05/20
Renovacion	9193313	 249.13 	22/05/20
Renovacion	9193309	 343.96 	21/05/20
Renovacion	9193306	 249.13 	22/05/20
Renovacion	9193305	 249.13 	22/05/20
Renovacion	9193302	 249.13 	22/05/20
Renovacion	9193299	 249.13 	22/05/20
Renovacion	9193294	 249.13 	22/05/20
Renovacion	9193292	 249.13 	22/05/20
Renovacion	9193289	 249.13 	22/05/20
Renovacion	9193287	 249.13 	22/05/20
Renovacion	9193285	 249.13 	22/05/20
Renovacion	9193281	 249.13 	22/05/20
Renovacion	9193276	 249.13 	22/05/20
Renovacion	9193273	 249.13 	22/05/20
Renovacion	9193269	 249.13 	22/05/20
Renovacion	9193268	 343.96 	21/05/20
Renovacion	9193265	 249.13 	22/05/20
Renovacion	9193264	 249.13 	22/05/20
Renovacion	9193260	 249.13 	22/05/20
Renovacion	9155676	 516.37 	28/05/20
Renovacion	9155674	 516.37 	28/05/20
Renovacion	9106585	 214.65 	30/05/20
Renovacion	8946432	 473.27 	31/05/20
Renovacion	8937342	 1,119.82 	21/05/20
Renovacion	8831392	 387.06 	19/05/20
Renovacion	8695172	 1,206.03 	21/05/20
Renovacion	8672482	 387.06 	12/05/20
Renovacion	8537610	 473.27 	20/05/20
Renovacion	8300396	 387.06 	30/05/20
Renovacion	8298314	 387.06 	13/05/20
Renovacion	8230824	 1,119.82 	30/04/20
Renovacion	8230823	 1,119.82 	30/04/20
Renovacion	8230822	 1,119.82 	30/04/20
Renovacion	8230820	 1,119.82 	30/04/20
Renovacion	8230818	 688.79 	30/04/20
Renovacion	8230816	 861.20 	30/04/20
Renovacion	8230815	 861.20 	30/04/20
Renovacion	8230813	 861.20 	30/04/20
Renovacion	8230811	 688.79 	30/04/20
Renovacion	8230809	 688.79 	30/04/20
Renovacion	8230807	 688.79 	30/04/20
Renovacion	8230806	 688.79 	30/04/20
Renovacion	8230805	 688.79 	30/04/20
Renovacion	8230803	 1,206.03 	30/04/20
Renovacion	8230801	 688.79 	30/04/20
Renovacion	8230799	 688.79 	30/04/20
Renovacion	8230798	 688.79 	30/04/20
Renovacion	8230795	 688.79 	30/04/20
Renovacion	8230794	 688.79 	30/04/20
Renovacion	8230793	 688.79 	30/04/20
Renovacion	8230792	 861.20 	30/04/20
Renovacion	8230790	 861.20 	30/04/20
Renovacion	8230789	 688.79 	30/04/20
Renovacion	8230788	 861.20 	30/04/20
Renovacion	8230786	 688.79 	30/04/20
Renovacion	8230785	 861.20 	30/04/20
Renovacion	8230782	 688.79 	30/04/20
Renovacion	8230781	 861.20 	30/04/20
Renovacion	8230780	 861.20 	30/04/20
Renovacion	8076157	 473.27 	12/05/20
Renovacion	7986278	 387.06 	12/05/20
Renovacion	7865103	 688.79 	23/05/20
Renovacion	7865102	 688.79 	23/05/20
Renovacion	7865022	 473.27 	19/05/20
Renovacion	7656646	 947.41 	06/05/20
Renovacion	7630651	 387.06 	27/05/20
Renovacion	7630650	 387.06 	27/05/20
Renovacion	7630649	 387.06 	27/05/20
Renovacion	7630647	 387.06 	27/05/20
Renovacion	7630646	 300.86 	27/05/20
Renovacion	7589187	 343.96 	30/05/20
Renovacion	7589182	 861.20 	30/05/20
Renovacion	7341699	 300.86 	06/05/20
Renovacion	7288681	 861.20 	07/05/20
Renovacion	7282468	 688.79 	07/05/20
Renovacion	7282448	 1,119.82 	07/05/20
Renovacion	7146614	 775.00 	06/05/20
Renovacion	6944685	 559.48 	30/05/20
Renovacion	6908332	 249.13 	18/05/20
Renovacion	6908330	 249.13 	18/05/20
Renovacion	6908327	 249.13 	18/05/20
Renovacion	6906422	 249.13 	18/05/20
Renovacion	6906420	 249.13 	18/05/20
Renovacion	6906417	 249.13 	18/05/20
Renovacion	6906415	 249.13 	18/05/20
Renovacion	6906412	 249.13 	18/05/20
Renovacion	6906408	 249.13 	18/05/20
Renovacion	6906401	 249.13 	18/05/20
Renovacion	6906399	 249.13 	18/05/20
Renovacion	6906398	 249.13 	18/05/20
Renovacion	6906397	 249.13 	18/05/20
Renovacion	6906395	 249.13 	18/05/20
Renovacion	6906389	 249.13 	18/05/20
Renovacion	6906385	 300.86 	18/05/20
Renovacion	6906381	 300.86 	18/05/20
Renovacion	6906377	 300.86 	18/05/20
Renovacion	6906374	 249.13 	18/05/20
Renovacion	6906371	 300.86 	18/05/20
Renovacion	6906369	 300.86 	18/05/20
Renovacion	6906365	 300.86 	18/05/20
Renovacion	6906362	 300.86 	18/05/20
Renovacion	6906354	 249.13 	18/05/20
Renovacion	6906350	 249.13 	18/05/20
Renovacion	6906347	 249.13 	18/05/20
Renovacion	6906344	 249.13 	18/05/20
Renovacion	6906339	 559.48 	18/05/20
Renovacion	6906337	 559.48 	18/05/20
Renovacion	6906320	 249.13 	18/05/20
Renovacion	6906315	 249.13 	18/05/20
Renovacion	6906308	 249.13 	18/05/20
Renovacion	6906304	 249.13 	18/05/20
Renovacion	6906289	 249.13 	18/05/20
Renovacion	6906284	 249.13 	18/05/20
Renovacion	6906279	 249.13 	18/05/20
Renovacion	6860066	 300.86 	18/05/20
Renovacion	6615556	 861.20 	25/05/20
Renovacion	6490773	 300.86 	31/05/20
Renovacion	6490763	 300.86 	31/05/20
Renovacion	6490762	 300.86 	31/05/20
Renovacion	6490761	 473.27 	31/05/20
Renovacion	5945809	 516.37 	27/05/20
Renovacion	5938387	 387.06 	30/05/20
Renovacion	5878311	 430.17 	21/05/20
Renovacion	5784256	 387.06 	15/05/20
Renovacion	5780158	 430.17 	21/05/20
Renovacion	5726948	 387.06 	30/05/20
Renovacion	5726942	 387.06 	30/05/20
Renovacion	5694984	 300.86 	28/05/20
Renovacion	5663886	 387.06 	30/05/20
Renovacion	5643898	 1,119.82 	19/05/20
Renovacion	5643891	 1,119.82 	19/05/20
Renovacion	5643888	 1,119.82 	19/05/20
Renovacion	5643885	 1,119.82 	19/05/20
Renovacion	5643883	 1,119.82 	20/05/20
Renovacion	5643880	 1,119.82 	19/05/20
Renovacion	5642404	 300.86 	06/05/20
Renovacion	5641541	 430.17 	14/05/20
Renovacion	5624653	 473.27 	12/05/20
Renovacion	5499564	 387.06 	12/05/20
Renovacion	5479073	 1,206.03 	06/05/20
Renovacion	5460558	 375.00 	31/05/20
Renovacion	5452715	 280.17 	25/05/20
Renovacion	5450195	 280.17 	26/05/20
Renovacion	5447336	 280.17 	26/05/20
Renovacion	5445973	 280.17 	27/05/20
Renovacion	5443937	 375.00 	26/05/20
Renovacion	5440395	 280.17 	08/05/20
Renovacion	5433015	 375.00 	28/05/20
Renovacion	5417672	 1,206.03 	06/05/20
Renovacion	5403917	 375.00 	27/05/20
Renovacion	5362720	 280.17 	27/05/20
Renovacion	5354080	 947.41 	21/05/20
Renovacion	5322363	 461.21 	09/05/20
Renovacion	5319003	 280.17 	03/05/20
Renovacion	5317219	 228.45 	29/05/20
Renovacion	5315223	 375.00 	22/05/20
Renovacion	5314268	 280.17 	29/05/20
Renovacion	5309848	 461.21 	09/05/20
Renovacion	5309125	 280.17 	13/05/20
Renovacion	5301992	 461.21 	09/05/20
Renovacion	5295093	 375.00 	27/05/20
Renovacion	5284756	 280.17 	08/05/20
Renovacion	5281414	 280.17 	26/05/20
Renovacion	5277983	 280.17 	06/05/20
Renovacion	5277619	 228.45 	13/05/20
Renovacion	5274220	 193.96 	12/05/20
Renovacion	5269776	 228.45 	04/05/20
Renovacion	5268197	 280.17 	11/05/20
Renovacion	5257712	 900.86 	22/05/20
Renovacion	5251946	 280.17 	23/05/20
Renovacion	5250195	 375.00 	03/05/20
Renovacion	5245043	 461.21 	16/05/20
Renovacion	5230256	 280.17 	03/05/20
Renovacion	5227241	 228.45 	31/05/20
Renovacion	5222128	 280.17 	14/05/20
Renovacion	5217091	 461.21 	23/05/20
Renovacion	5215503	 375.00 	04/05/20
Renovacion	5207694	 461.21 	07/05/20
Renovacion	5201797	 375.00 	06/05/20
Renovacion	5191275	 280.17 	22/05/20
Renovacion	5187664	 280.17 	31/05/20
Renovacion	5181891	 375.00 	28/05/20
Renovacion	5178093	 461.21 	15/05/20
Renovacion	5175235	 461.21 	26/05/20
Renovacion	5172288	 193.96 	18/05/20
Renovacion	5171379	 280.17 	24/05/20
Renovacion	5170777	 280.17 	08/05/20
Renovacion	5168238	 461.21 	18/05/20
Renovacion	5153788	 280.17 	27/05/20
Renovacion	5151645	 280.17 	01/05/20
Renovacion	5147597	 228.45 	25/05/20
Renovacion	5143701	 228.45 	08/05/20
Renovacion	5132972	 375.00 	09/05/20
Renovacion	5132669	 193.96 	06/05/20
Renovacion	5129149	 280.17 	04/05/20
Renovacion	5127288	 375.00 	18/05/20
Renovacion	5122026	 473.27 	21/05/20
Renovacion	5119357	 280.17 	19/05/20
Renovacion	5111333	 280.17 	30/05/20
Renovacion	5106911	 280.17 	19/05/20
Renovacion	5096388	 461.21 	16/05/20
Renovacion	5093485	 375.00 	15/05/20
Renovacion	5093219	 280.17 	26/05/20
Renovacion	5082950	 280.17 	07/05/20
Renovacion	5082859	 375.00 	05/05/20
Renovacion	5082824	 547.41 	14/05/20
Renovacion	5073330	 375.00 	15/05/20
Renovacion	5066832	 280.17 	15/05/20
Renovacion	5066140	 375.00 	31/05/20
Renovacion	5062154	 280.17 	04/05/20
Renovacion	5057719	 280.17 	17/05/20
Renovacion	5055162	 375.00 	26/05/20
Renovacion	5053837	 375.00 	02/05/20
Renovacion	5050972	 461.21 	27/05/20
Renovacion	5046142	 280.17 	21/05/20
Renovacion	5042433	 375.00 	26/05/20
Renovacion	5011710	 280.17 	16/05/20
Renovacion	5010609	 375.00 	03/05/20
Renovacion	5007164	 461.21 	19/05/20
Renovacion	5007163	 280.17 	23/05/20
Renovacion	5002141	 375.00 	27/05/20
Renovacion	5002140	 461.21 	27/05/20
Renovacion	5002010	 559.48 	11/05/20
Renovacion	4997878	 461.21 	07/05/20
Renovacion	4987383	 547.41 	29/05/20
Renovacion	4987382	 547.41 	29/05/20
Renovacion	4987381	 547.41 	29/05/20
Renovacion	4987380	 547.41 	29/05/20
Renovacion	4982970	 228.45 	30/05/20
Renovacion	4982630	 375.00 	04/05/20
Renovacion	4982066	 387.06 	30/05/20
Renovacion	4969626	 461.21 	01/05/20
Renovacion	4956748	 375.00 	09/05/20
Renovacion	4934081	 375.00 	30/05/20
Renovacion	4929196	 375.00 	17/05/20
Renovacion	4928694	 375.00 	16/05/20
Renovacion	4920855	 387.06 	12/05/20
Renovacion	4920843	 387.06 	12/05/20
Renovacion	4838547	 559.48 	26/05/20
Renovacion	4754550	 1,119.82 	30/05/20
Renovacion	4751956	 193.96 	27/05/20
Renovacion	4748327	 461.21 	09/05/20
Renovacion	4744636	 228.45 	30/05/20
Renovacion	4740448	 280.17 	07/05/20
Renovacion	4726805	 280.17 	21/05/20
Renovacion	4726804	 461.21 	15/05/20
Renovacion	4691172	 228.45 	02/05/20
Renovacion	4682499	 280.17 	16/05/20
Renovacion	4618412	 280.17 	24/05/20
Renovacion	4618410	 375.00 	24/05/20
Renovacion	4617857	 280.17 	18/05/20
Renovacion	4612611	 280.17 	06/05/20
Renovacion	4588366	 375.00 	05/05/20
Renovacion	4588365	 375.00 	05/05/20
Renovacion	4585880	 547.41 	15/05/20
Renovacion	4567133	 461.21 	20/05/20
Renovacion	4557764	 228.45 	17/05/20
Renovacion	4550957	 280.17 	09/05/20
Renovacion	4547792	 280.17 	23/05/20
Renovacion	4542478	 375.00 	21/05/20
Renovacion	4534464	 461.21 	28/05/20
Renovacion	4534392	 473.27 	18/05/20
Renovacion	4534348	 300.86 	18/05/20
Renovacion	4515260	 461.21 	30/05/20
Renovacion	4515259	 228.45 	30/05/20
Renovacion	4498881	 398.67 	01/05/20
Renovacion	4498842	 398.67 	01/05/20
Renovacion	4498841	 309.89 	01/05/20
Renovacion	4498839	 309.89 	01/05/20
Renovacion	4484633	 387.06 	19/05/20
Renovacion	4484632	 473.27 	20/05/20
Renovacion	4463187	 280.17 	30/05/20
Renovacion	4460073	 375.00 	05/05/20
Renovacion	4452976	 280.17 	09/05/20
Renovacion	4449597	 461.21 	27/05/20
Renovacion	4441775	 375.00 	19/05/20
Renovacion	4423077	 280.17 	13/05/20
Renovacion	4408052	 280.17 	01/05/20
Renovacion	4407425	 280.17 	26/05/20
Renovacion	4396515	 228.45 	17/05/20
Renovacion	4389959	 280.17 	09/05/20
Renovacion	4369647	 375.00 	18/05/20
Renovacion	4368006	 280.17 	25/05/20
Renovacion	4365675	 280.17 	26/05/20
Renovacion	4362199	 193.96 	12/05/20
Renovacion	4360271	 280.17 	07/05/20
Renovacion	4350830	 280.17 	26/05/20
Renovacion	4328404	 280.17 	28/05/20
Renovacion	4318110	 280.17 	09/05/20
Renovacion	4310894	 375.00 	07/05/20
Renovacion	4292912	 280.17 	30/05/20
Renovacion	4258529	 193.96 	27/05/20
Renovacion	4255100	 280.17 	09/05/20
Renovacion	4254289	 461.21 	06/05/20
Renovacion	4254189	 375.00 	21/05/20
Renovacion	4249751	 375.00 	15/05/20
Renovacion	4249369	 193.96 	27/05/20
Renovacion	4247890	 280.17 	28/05/20
Renovacion	4247855	 280.17 	28/05/20
Renovacion	4245572	 375.00 	23/05/20
Renovacion	4244263	 280.17 	29/05/20
Renovacion	4243709	 461.21 	23/05/20
Renovacion	4237130	 461.21 	28/05/20
Renovacion	4210987	 280.17 	28/05/20
Renovacion	4208650	 375.00 	25/05/20
Renovacion	4207424	 280.17 	30/05/20
Renovacion	4202468	 375.00 	22/05/20
Renovacion	4201005	 280.17 	10/05/20
Renovacion	4199154	 280.17 	23/05/20
Renovacion	4190725	 461.21 	21/05/20
Renovacion	4188651	 375.00 	22/05/20
Renovacion	4187119	 375.00 	04/05/20
Renovacion	4175695	 375.00 	19/05/20
Renovacion	4174477	 193.96 	27/05/20
Renovacion	4154331	 280.17 	28/05/20
Renovacion	4154234	 375.00 	28/05/20
Renovacion	4129449	 280.17 	08/05/20
Renovacion	4120768	 280.17 	14/05/20
Renovacion	4114832	 280.17 	14/05/20
Renovacion	4110401	 280.17 	31/05/20
Renovacion	4110399	 228.45 	14/05/20
Renovacion	4109340	 375.00 	31/05/20
Renovacion	4104165	 280.17 	15/05/20
Renovacion	4103723	 375.00 	15/05/20
Renovacion	4102161	 375.00 	22/05/20
Renovacion	4101971	 375.00 	28/05/20
Renovacion	4096684	 375.00 	22/05/20
Renovacion	4082031	 461.21 	13/05/20
Renovacion	4074268	 280.17 	30/05/20
Renovacion	4073871	 280.17 	31/05/20
Renovacion	4073835	 375.00 	30/05/20
Renovacion	4073597	 280.17 	23/05/20
Renovacion	3985417	 665.05 	01/05/20
Renovacion	3913110	 228.45 	28/05/20
Renovacion	3893308	 375.00 	12/05/20
Renovacion	3892405	 193.96 	12/05/20
Renovacion	3885797	 280.17 	30/05/20
Renovacion	3885561	 280.17 	21/05/20
Renovacion	3884424	 461.21 	16/05/20
Renovacion	3882384	 461.21 	16/05/20
Renovacion	3881395	 280.17 	21/05/20
Renovacion	3878317	 375.00 	24/05/20
Renovacion	3876459	 280.17 	17/05/20
Renovacion	3875695	 375.00 	24/05/20
Renovacion	3872096	 375.00 	24/05/20
Renovacion	3871521	 461.21 	28/05/20
Renovacion	3868144	 280.17 	12/05/20
Renovacion	3860474	 547.41 	07/05/20
Renovacion	3794715	 280.17 	30/05/20
Renovacion	3793865	 280.17 	31/05/20
Renovacion	3791686	 547.41 	02/05/20
Renovacion	3791586	 375.00 	04/05/20
Renovacion	3791460	 461.21 	10/05/20
Renovacion	3790993	 193.96 	15/05/20
Renovacion	3790874	 375.00 	22/05/20
Renovacion	3790513	 228.45 	31/05/20
Renovacion	3784270	 461.21 	26/05/20
Renovacion	3783707	 461.21 	17/05/20
Renovacion	3783660	 280.17 	30/05/20
Renovacion	3780213	 280.17 	30/05/20
Renovacion	3779468	 280.17 	16/05/20
Renovacion	3778690	 280.17 	29/05/20
Renovacion	3778671	 375.00 	15/05/20
Renovacion	3777210	 461.21 	22/05/20
Renovacion	3776519	 280.17 	28/05/20
Renovacion	3774574	 193.96 	19/05/20
Renovacion	3763477	 375.00 	14/05/20
Renovacion	3759415	 375.00 	27/05/20
Renovacion	3756571	 461.21 	31/05/20
Renovacion	3755888	 375.00 	16/05/20
Renovacion	3755177	 547.41 	19/05/20
Renovacion	3754450	 461.21 	29/05/20
Renovacion	3754366	 280.17 	31/05/20
Renovacion	3752581	 375.00 	21/05/20
Renovacion	3748389	 1,119.82 	25/05/20
Renovacion	3692562	 861.20 	26/05/20
Renovacion	3690972	 861.20 	26/05/20
Renovacion	3690968	 861.20 	26/05/20
Renovacion	3593087	 665.05 	01/05/20
Renovacion	3591956	 861.20 	12/05/20
Renovacion	3584541	 375.00 	25/05/20
Renovacion	3583476	 280.17 	29/05/20
Renovacion	3581324	 280.17 	11/05/20
Renovacion	3580020	 461.21 	22/05/20
Renovacion	3579061	 193.96 	30/05/20
Renovacion	3577628	 461.21 	09/05/20
Renovacion	3568825	 375.00 	28/05/20
Renovacion	3567855	 280.17 	31/05/20
Renovacion	3567165	 461.21 	17/05/20
Renovacion	3566542	 387.06 	12/05/20
Renovacion	3566541	 387.06 	12/05/20
Renovacion	3566540	 387.06 	12/05/20
Renovacion	3566539	 387.06 	12/05/20
Renovacion	3566537	 387.06 	12/05/20
Renovacion	3566536	 387.06 	12/05/20
Renovacion	3566535	 387.06 	12/05/20
Renovacion	3566534	 387.06 	12/05/20
Renovacion	3566533	 473.27 	12/05/20
Renovacion	3566531	 387.06 	12/05/20
Renovacion	3566530	 387.06 	12/05/20
Renovacion	3566529	 473.27 	12/05/20
Renovacion	3566528	 387.06 	12/05/20
Renovacion	3560075	 280.17 	07/05/20
Renovacion	3552159	 1,119.82 	30/05/20
Renovacion	3550350	 280.17 	01/05/20
Renovacion	3548645	 375.00 	23/05/20
Renovacion	3543054	 375.00 	05/05/20
Renovacion	3542724	 375.00 	11/05/20
Renovacion	3540684	 461.21 	11/05/20
Renovacion	3537018	 280.17 	24/05/20
Renovacion	3409540	 688.79 	28/05/20
Renovacion	3381699	 461.21 	20/05/20
Renovacion	3381611	 375.00 	22/05/20
Renovacion	3370420	 375.00 	19/05/20
Renovacion	3350434	 665.05 	01/05/20
Renovacion	3350432	 665.05 	01/05/20
Renovacion	3350430	 975.83 	01/05/20
Renovacion	3350429	 665.05 	01/05/20
Renovacion	3350428	 665.05 	01/05/20
Renovacion	3347435	 171.55 	14/05/20
Renovacion	3339602	 300.86 	21/05/20
Renovacion	3339592	 300.86 	21/05/20
Renovacion	3339591	 300.86 	21/05/20
Renovacion	3339590	 300.86 	21/05/20
Renovacion	3339588	 300.86 	21/05/20
Renovacion	3339587	 300.86 	21/05/20
Renovacion	3339586	 300.86 	21/05/20
Renovacion	3337153	 300.86 	21/05/20
Renovacion	3337150	 300.86 	21/05/20
Renovacion	3337148	 300.86 	21/05/20
Renovacion	3337147	 300.86 	21/05/20
Renovacion	3337145	 300.86 	21/05/20
Renovacion	3337144	 300.86 	21/05/20
Renovacion	3337142	 300.86 	21/05/20
Renovacion	3337141	 300.86 	21/05/20
Renovacion	3337139	 300.86 	21/05/20
Renovacion	3337138	 300.86 	21/05/20
Renovacion	3337137	 300.86 	21/05/20
Renovacion	3337136	 300.86 	21/05/20
Renovacion	3276738	 516.37 	19/05/20
Renovacion	3224123	 171.55 	14/05/20
Renovacion	3224120	 171.55 	14/05/20
Renovacion	3224117	 171.55 	14/05/20
Renovacion	3224115	 171.55 	14/05/20
Renovacion	3224110	 171.55 	14/05/20
Renovacion	3224102	 171.55 	14/05/20
Renovacion	3224098	 430.17 	14/05/20
Renovacion	3224097	 430.17 	14/05/20
Renovacion	3224093	 171.55 	14/05/20
Renovacion	3224089	 171.55 	14/05/20
Renovacion	3224085	 171.55 	14/05/20
Renovacion	3224083	 171.55 	14/05/20
Renovacion	3224082	 171.55 	14/05/20
Renovacion	3224068	 171.55 	14/05/20
Renovacion	3224067	 171.55 	14/05/20
Renovacion	3224066	 171.55 	14/05/20
Renovacion	3224064	 171.55 	14/05/20
Renovacion	3224062	 171.55 	14/05/20
Renovacion	3224061	 171.55 	14/05/20
Renovacion	3224060	 171.55 	14/05/20
Renovacion	3224057	 171.55 	14/05/20
Renovacion	3224056	 171.55 	14/05/20
Renovacion	3224055	 171.55 	14/05/20
Renovacion	3224051	 171.55 	14/05/20
Renovacion	3224049	 171.55 	14/05/20
Renovacion	3224046	 171.55 	14/05/20
Renovacion	3224043	 171.55 	14/05/20
Renovacion	3224041	 171.55 	14/05/20
Renovacion	3224038	 171.55 	14/05/20
Renovacion	3224036	 171.55 	14/05/20
Renovacion	3224033	 171.55 	14/05/20
Renovacion	3224028	 171.55 	14/05/20
Renovacion	3224021	 171.55 	14/05/20
Renovacion	3224007	 171.55 	14/05/20
Renovacion	3224001	 171.55 	14/05/20
Renovacion	3223996	 171.55 	14/05/20
Renovacion	3222753	 375.00 	31/05/20
Renovacion	3222451	 280.17 	15/05/20
Renovacion	3220120	 280.17 	25/05/20
Renovacion	3220048	 228.45 	23/05/20
Renovacion	3219636	 375.00 	09/05/20
Renovacion	3218525	 228.45 	30/05/20
Renovacion	3217249	 228.45 	31/05/20
Renovacion	3215191	 280.17 	26/05/20
Renovacion	3214953	 375.00 	30/05/20
Renovacion	3212406	 280.17 	22/05/20
Renovacion	3208170	 240.00 	19/05/20
Renovacion	3206093	 547.41 	09/05/20
Renovacion	3202650	 280.17 	03/05/20
Renovacion	3193871	 375.00 	14/05/20
Renovacion	3193226	 461.21 	11/05/20
Renovacion	3189906	 375.00 	27/05/20
Renovacion	3188858	 228.45 	30/05/20
Renovacion	3177872	 375.00 	20/05/20
Renovacion	3173841	 375.00 	15/05/20
Renovacion	3168985	 228.45 	30/05/20
Renovacion	3165383	 375.00 	15/05/20
Renovacion	3164449	 375.00 	30/05/20
Renovacion	3163909	 375.00 	28/05/20
Renovacion	3007726	 228.45 	26/05/20
Renovacion	3000733	 280.17 	20/05/20
Renovacion	2998198	 280.17 	04/05/20
Renovacion	2993473	 280.17 	30/05/20
Renovacion	2985882	 387.06 	30/05/20
Renovacion	2985405	 228.45 	17/05/20
Renovacion	2979376	 228.45 	16/05/20
Renovacion	2978860	 461.21 	06/05/20
Renovacion	2974618	 375.00 	04/05/20
Renovacion	2972530	 280.17 	28/05/20
Renovacion	2967477	 280.17 	12/05/20
Renovacion	2962464	 461.21 	09/05/20
Renovacion	2960728	 461.21 	30/05/20
Renovacion	2960463	 280.17 	22/05/20
Renovacion	2960006	 461.21 	31/05/20
Renovacion	2959174	 461.21 	14/05/20
Renovacion	2956743	 461.21 	23/05/20
Renovacion	2955966	 375.00 	02/05/20
Renovacion	2955919	 461.21 	05/05/20
Renovacion	2955284	 280.17 	19/05/20
Renovacion	2949976	 375.00 	15/05/20
Renovacion	2949560	 461.21 	22/05/20
Renovacion	2948153	 375.00 	02/05/20
Renovacion	2947496	 461.21 	22/05/20
Renovacion	2945388	 280.17 	24/05/20
Renovacion	2944375	 228.45 	23/05/20
Renovacion	2943373	 228.45 	13/05/20
Renovacion	2884692	 280.17 	16/05/20
Renovacion	2884444	 280.17 	29/05/20
Renovacion	2876052	 280.17 	06/05/20
Renovacion	2866768	 228.45 	18/05/20
Renovacion	2864388	 280.17 	02/05/20
Renovacion	2862452	 193.96 	02/05/20
Renovacion	2862061	 461.21 	02/05/20
Renovacion	2855722	 642.24 	19/05/20
Renovacion	2851020	 642.24 	19/05/20
Renovacion	2850914	 280.17 	14/05/20
Renovacion	2850039	 461.21 	18/05/20
Renovacion	2847318	 280.17 	20/05/20
Renovacion	2845611	 461.21 	27/05/20
Renovacion	2844780	 375.00 	04/05/20
Renovacion	2843756	 461.21 	30/05/20
Renovacion	2841606	 228.45 	15/05/20
Renovacion	2840055	 547.41 	14/05/20
Renovacion	2839187	 280.17 	19/05/20
Renovacion	2837911	 280.17 	09/05/20
Renovacion	2837464	 642.24 	29/05/20
Renovacion	2836108	 280.17 	05/05/20
Renovacion	2832752	 500.00 	29/05/20
Renovacion	2825906	 228.45 	17/05/20
Renovacion	2825070	 228.45 	17/05/20
Renovacion	2812434	 280.17 	30/05/20
Renovacion	2811610	 375.00 	19/05/20
Renovacion	2810830	 375.00 	12/05/20
Renovacion	2810829	 375.00 	10/05/20
Renovacion	2805908	 280.17 	24/05/20
Renovacion	2799573	 375.00 	23/05/20
Renovacion	2728404	 280.17 	05/05/20
Renovacion	2727487	 375.00 	09/05/20
Renovacion	2726494	 280.17 	22/05/20
Renovacion	2723759	 280.17 	26/05/20
Renovacion	2721774	 258.62 	30/05/20
Renovacion	2719199	 1,000.00 	27/05/20
Renovacion	2718845	 547.41 	18/05/20
Renovacion	2717709	 375.00 	22/05/20
Renovacion	2716610	 375.00 	12/05/20
Renovacion	2716437	 603.44 	11/05/20
Renovacion	2715046	 461.21 	29/05/20
Renovacion	2711115	 249.13 	30/05/20
Renovacion	2700761	 461.21 	14/05/20
Renovacion	2700663	 375.00 	28/05/20
Renovacion	2696945	 375.00 	21/05/20
Renovacion	2694573	 280.17 	26/05/20
Renovacion	2694021	 280.17 	27/05/20
Renovacion	2693796	 375.00 	27/05/20
Renovacion	2692115	 461.21 	26/05/20
Renovacion	2692074	 375.00 	13/05/20
Renovacion	2691627	 280.17 	05/05/20
Renovacion	2688914	 375.00 	22/05/20
Renovacion	2684864	 280.17 	01/05/20
Renovacion	2683433	 800.00 	28/05/20
Renovacion	2681759	 728.45 	21/05/20
Renovacion	2681721	 547.41 	26/05/20
Renovacion	2680102	 461.21 	26/05/20
Renovacion	2679026	 280.17 	27/05/20
Renovacion	2676652	 461.21 	24/05/20
